producto,categoria,proveedor,cantidad,precio_unitario,descuento,impuesto,fecha,canal_venta,pais,moneda
Gafas Sol,Moda,ElectroMax,1,550.85,39.58,115.68,2024-02-02,Distribuidor,España,EUR
Colchoneta Yoga,Audio,MegaStore,2,648.52,18.15,136.19,2024-02-12,Distribuidor,España,EUR
Smartphone X,Audio,GlobalTech,5,749.09,45.34,157.31,2024-11-26,Tienda,España,EUR
Batidora Pro,Electrónica,LogiTech,1,223.93,19.55,47.03,2024-12-20,Distribuidor,Italia,EUR
Teclado Mecánico,Audio,ElectroMax,1,806.41,92.5,169.35,2024-08-06,Tienda,Alemania,EUR
Casco Bicicleta,Audio,SportWorld,2,906.82,79.55,190.43,2024-03-11,Online,Italia,EUR
Proyector HD,Hogar,MegaStore,4,1051.96,13.31,220.91,2024-01-01,Tienda,Francia,EUR
Barra de Sonido,Electrónica,GlobalTech,5,1888.14,128.53,396.51,2024-11-28,Online,Francia,EUR
TV 55,Electrónica,SportWorld,1,208.0,13.15,43.68,2024-05-15,Tienda,Alemania,EUR
Laptop Air,Deportes,ElectroMax,4,13.34,1.04,2.8,2024-08-29,Distribuidor,Italia,EUR
Cámara HD,Moda,LogiTech,1,16.34,1.23,3.43,2024-12-24,Distribuidor,Italia,EUR
Barra de Sonido,Electrónica,ProGear,2,1340.13,54.46,281.43,2024-02-17,Distribuidor,Portugal,EUR
Smartphone X,Oficina,ProGear,5,605.82,88.81,127.22,2024-09-13,Distribuidor,Alemania,EUR
Set Mancuernas,Deportes,HomePlus,1,818.54,22.45,171.89,2024-05-11,Tienda,Alemania,EUR
Mouse Gamer,Electrónica,TechCorp,3,1468.6,182.48,308.41,2024-10-17,Distribuidor,Alemania,EUR
Mochila Travel,Video,ElectroMax,4,446.05,57.48,93.67,2024-10-26,Distribuidor,Francia,EUR
Reloj Deportivo,Video,GlobalTech,1,109.11,10.07,22.91,2024-07-03,Online,Italia,EUR
HDD 2TB,Deportes,GlobalTech,4,504.01,11.33,105.84,2024-07-24,Tienda,Italia,EUR
Smartphone X,Audio,ProGear,5,707.0,40.83,148.47,2024-06-26,Online,Francia,EUR
Refrigerador Mini,Video,MegaStore,4,1011.99,25.03,212.52,2024-02-11,Online,Italia,EUR
Reloj Deportivo,Accesorios,LogiTech,2,938.84,107.08,197.16,2024-04-09,Tienda,Alemania,EUR
Silla Gamer,Oficina,SportWorld,5,1148.91,22.63,241.27,2024-12-20,Online,Francia,EUR
Guantes Gym,Video,HomePlus,3,135.66,12.52,28.49,2024-06-06,Tienda,España,EUR
Tablet Plus,Moda,HomePlus,2,863.69,7.92,181.37,2024-10-01,Distribuidor,Francia,EUR
Altavoz Bluetooth,Oficina,HomePlus,5,332.83,36.12,69.89,2024-11-05,Distribuidor,Italia,EUR
HDD 2TB,Deportes,TechCorp,2,555.55,44.54,116.67,2024-05-14,Online,España,EUR
Smartwatch,Audio,TechCorp,3,1092.05,134.18,229.33,2024-05-26,Online,Italia,EUR
Drone Mini,Deportes,MegaStore,3,1131.22,130.67,237.56,2024-06-20,Distribuidor,Portugal,EUR
Laptop Air,Audio,ProGear,5,963.53,70.76,202.34,2024-01-13,Tienda,Italia,EUR
Batidora Pro,Oficina,ElectroMax,5,547.25,70.94,114.92,2024-10-27,Online,Francia,EUR
Auriculares Bluetooth,Video,LogiTech,3,536.15,69.09,112.59,2024-01-31,Tienda,Alemania,EUR
Pantalón Trekking,Oficina,ProGear,1,1603.59,163.87,336.75,2024-03-20,Tienda,España,EUR
Teclado Mecánico,Accesorios,GlobalTech,2,1442.24,133.57,302.87,2024-04-04,Tienda,Portugal,EUR
HDD 2TB,Oficina,ElectroMax,1,1219.54,154.26,256.1,2024-04-30,Online,Alemania,EUR
Plancha Vapor,Video,FashionCorp,4,575.01,76.34,120.75,2024-03-28,Tienda,Italia,EUR
Silla Gamer,Audio,HomePlus,3,968.12,87.26,203.31,2024-09-26,Distribuidor,Francia,EUR
Teclado Mecánico,Moda,TechCorp,4,1060.44,46.71,222.69,2024-06-21,Tienda,Francia,EUR
Router WiFi,Deportes,GlobalTech,4,806.35,15.48,169.33,2024-01-20,Tienda,Francia,EUR
Tostadora,Video,MegaStore,2,1158.98,105.2,243.39,2024-05-28,Distribuidor,Francia,EUR
Aspiradora Robot,Deportes,GlobalTech,4,1159.83,30.2,243.56,2024-10-18,Tienda,España,EUR
Barra de Sonido,Moda,GlobalTech,4,657.97,87.05,138.17,2024-08-23,Online,Italia,EUR
Cafetera Automática,Moda,FashionCorp,2,1014.87,67.35,213.12,2024-07-09,Online,Alemania,EUR
Memoria RAM 16GB,Hogar,ProGear,1,168.01,21.64,35.28,2024-12-11,Tienda,España,EUR
Mochila Travel,Hogar,FashionCorp,4,755.92,35.28,158.74,2024-07-02,Online,Italia,EUR
Cafetera Automática,Video,HomePlus,5,554.91,49.28,116.53,2024-10-01,Tienda,Alemania,EUR
Escritorio Oficina,Video,GlobalTech,1,280.89,38.61,58.99,2024-08-22,Distribuidor,Italia,EUR
Impresora Laser,Video,HomePlus,1,1066.65,53.63,224.0,2024-04-20,Tienda,Francia,EUR
TV 55,Oficina,SportWorld,3,612.34,66.86,128.59,2024-09-18,Online,Italia,EUR
Monitor 32,Accesorios,Distribuciones Europa,5,553.05,63.17,116.14,2024-06-02,Distribuidor,España,EUR
Tablet Plus,Video,TechCorp,3,752.82,56.81,158.09,2024-07-15,Online,Alemania,EUR
Impresora Laser,Deportes,GlobalTech,3,184.61,26.93,38.77,2024-04-30,Online,España,EUR
Pelota Fitness,Video,SportWorld,1,1619.48,154.48,340.09,2024-01-14,Online,España,EUR
Cafetera Automática,Oficina,HomePlus,4,347.23,7.19,72.92,2024-03-19,Distribuidor,España,EUR
Smartphone Mini,Moda,ElectroMax,3,1017.22,100.89,213.62,2024-11-18,Tienda,Francia,EUR
Plancha Vapor,Oficina,SportWorld,2,1028.05,131.27,215.89,2024-01-07,Distribuidor,España,EUR
Webcam FullHD,Oficina,FashionCorp,4,157.24,5.3,33.02,2024-07-13,Distribuidor,Italia,EUR
TV 65,Deportes,FashionCorp,3,1861.28,11.38,390.87,2024-01-20,Online,Portugal,EUR
Refrigerador Mini,Accesorios,FashionCorp,4,1312.9,42.38,275.71,2024-11-13,Distribuidor,Italia,EUR
Colchoneta Yoga,Moda,GlobalTech,3,1040.02,2.67,218.4,2024-12-02,Online,Alemania,EUR
Smartwatch,Video,Distribuciones Europa,4,2017.44,1.89,423.66,2024-12-23,Tienda,Alemania,EUR
Monitor 32,Moda,FashionCorp,4,78.67,8.41,16.52,2024-06-07,Tienda,Italia,EUR
Mouse Gamer,Deportes,SportWorld,2,680.9,14.88,142.99,2024-08-05,Online,Italia,EUR
Zapatillas Running,Accesorios,GlobalTech,3,1392.4,51.76,292.4,2024-05-13,Online,Portugal,EUR
Drone Mini,Accesorios,GlobalTech,4,713.31,16.12,149.8,2024-01-26,Distribuidor,España,EUR
Plancha Vapor,Electrónica,ProGear,3,552.43,14.35,116.01,2024-07-30,Tienda,España,EUR
Cafetera Automática,Video,MegaStore,5,22.89,3.19,4.81,2024-12-16,Online,Portugal,EUR
Monitor 32,Hogar,TechCorp,3,755.29,19.74,158.61,2024-09-25,Online,Italia,EUR
Pantalón Trekking,Video,LogiTech,2,1571.88,13.1,330.09,2024-12-09,Online,Francia,EUR
Monitor 27,Hogar,FashionCorp,1,1985.85,13.91,417.03,2024-11-05,Online,España,EUR
Memoria RAM 16GB,Electrónica,GlobalTech,2,1682.97,90.03,353.42,2024-12-04,Distribuidor,Francia,EUR
Memoria RAM 16GB,Video,FashionCorp,2,231.96,15.93,48.71,2024-06-02,Distribuidor,España,EUR
Smartwatch,Electrónica,SportWorld,1,566.96,36.7,119.06,2024-11-28,Tienda,Italia,EUR
HDD 2TB,Electrónica,ProGear,4,248.23,17.48,52.13,2024-07-04,Distribuidor,Alemania,EUR
Router WiFi,Moda,SportWorld,4,840.92,26.63,176.59,2024-12-16,Distribuidor,Francia,EUR
Cargador USB-C,Electrónica,GlobalTech,4,1227.47,143.08,257.77,2024-07-25,Distribuidor,Italia,EUR
Escritorio Oficina,Moda,TechCorp,3,1118.31,110.75,234.85,2024-05-20,Distribuidor,Italia,EUR
Teclado Mecánico,Hogar,MegaStore,4,312.75,43.83,65.68,2024-10-15,Tienda,Alemania,EUR
Impresora Laser,Moda,Distribuciones Europa,3,1174.54,160.02,246.65,2024-04-01,Distribuidor,España,EUR
Zapatillas Running,Accesorios,LogiTech,2,44.19,1.98,9.28,2024-03-12,Online,Italia,EUR
Proyector HD,Oficina,MegaStore,3,181.53,6.66,38.12,2024-04-29,Distribuidor,Italia,EUR
Cámara HD,Audio,SportWorld,3,107.18,5.03,22.51,2024-09-17,Distribuidor,Italia,EUR
Gafas Sol,Deportes,GlobalTech,4,1422.23,67.38,298.67,2024-09-03,Tienda,Portugal,EUR
Colchoneta Yoga,Accesorios,ElectroMax,2,946.32,95.75,198.73,2024-08-05,Tienda,Italia,EUR
Proyector HD,Moda,SportWorld,1,1439.65,105.31,302.33,2024-05-03,Tienda,Francia,EUR
Proyector HD,Hogar,LogiTech,2,569.67,45.05,119.63,2024-05-25,Tienda,España,EUR
Batidora Pro,Deportes,MegaStore,2,172.53,6.24,36.23,2024-07-29,Distribuidor,España,EUR
Monitor 32,Hogar,FashionCorp,2,180.14,13.19,37.83,2024-06-13,Tienda,Italia,EUR
Laptop Pro,Deportes,SportWorld,3,1325.94,170.94,278.45,2024-05-07,Distribuidor,Portugal,EUR
Impresora Laser,Hogar,ElectroMax,2,866.17,41.36,181.9,2024-04-19,Online,Portugal,EUR
Gafas Sol,Electrónica,TechCorp,5,208.3,20.15,43.74,2024-10-24,Tienda,Portugal,EUR
Cámara HD,Accesorios,SportWorld,5,938.89,15.58,197.17,2024-07-16,Distribuidor,España,EUR
Laptop Pro,Hogar,HomePlus,2,298.0,4.2,62.58,2024-09-09,Tienda,Portugal,EUR
Mouse Gamer,Moda,Distribuciones Europa,3,288.07,7.05,60.49,2024-04-05,Online,Portugal,EUR
Colchoneta Yoga,Audio,FashionCorp,5,1171.45,66.02,246.0,2024-08-04,Online,Francia,EUR
Laptop Pro,Accesorios,ProGear,1,650.18,14.71,136.54,2024-08-28,Tienda,España,EUR
Pantalón Trekking,Audio,TechCorp,1,1427.93,77.45,299.87,2024-04-17,Online,Francia,EUR
Guantes Gym,Deportes,ProGear,1,1844.87,61.61,387.42,2024-11-26,Online,Italia,EUR
Memoria RAM 16GB,Accesorios,MegaStore,2,179.74,12.24,37.75,2024-03-11,Tienda,Italia,EUR
Mochila Travel,Hogar,ProGear,5,1025.09,10.7,215.27,2024-05-28,Online,Portugal,EUR
Gafas Sol,Electrónica,HomePlus,5,990.4,143.93,207.98,2024-07-17,Distribuidor,Alemania,EUR
Aspiradora Robot,Moda,ProGear,4,876.68,62.83,184.1,2024-02-22,Online,España,EUR
Plancha Vapor,Oficina,TechCorp,1,1278.72,120.28,268.53,2024-02-25,Online,Portugal,EUR
TV 65,Oficina,LogiTech,1,1393.04,106.57,292.54,2024-09-09,Distribuidor,Italia,EUR
Pantalón Trekking,Oficina,FashionCorp,3,1112.74,160.54,233.68,2024-04-24,Online,Francia,EUR
Plancha Vapor,Oficina,LogiTech,3,521.87,30.43,109.59,2024-04-13,Distribuidor,Alemania,EUR
Cafetera Automática,Moda,ProGear,5,2209.51,147.9,464.0,2024-11-13,Tienda,Francia,EUR
SSD 1TB,Moda,SportWorld,5,570.17,66.97,119.74,2024-02-28,Distribuidor,España,EUR
Refrigerador Mini,Deportes,GlobalTech,5,531.69,32.5,111.65,2024-07-31,Tienda,Francia,EUR
Teclado Mecánico,Hogar,MegaStore,2,195.56,21.11,41.07,2024-06-19,Tienda,Italia,EUR
Altavoz Bluetooth,Moda,GlobalTech,4,15.45,1.05,3.24,2024-06-21,Distribuidor,Francia,EUR
SSD 1TB,Electrónica,HomePlus,1,353.5,14.16,74.23,2024-02-18,Tienda,Francia,EUR
HDD 2TB,Video,GlobalTech,4,843.83,9.15,177.2,2024-05-27,Online,Alemania,EUR
Cámara HD,Video,Distribuciones Europa,2,1235.97,89.15,259.55,2024-04-01,Online,Portugal,EUR
Smartphone X,Deportes,Distribuciones Europa,3,351.32,38.96,73.78,2024-05-16,Online,Italia,EUR
Auriculares Bluetooth,Accesorios,FashionCorp,3,820.67,1.57,172.34,2024-07-07,Distribuidor,España,EUR
Impresora Laser,Oficina,ProGear,1,753.14,12.05,158.16,2024-06-23,Distribuidor,España,EUR
Smartwatch,Video,Distribuciones Europa,1,343.84,47.01,72.21,2024-10-29,Tienda,Portugal,EUR
Ventilador Turbo,Hogar,SportWorld,3,243.35,2.56,51.1,2024-12-10,Tienda,Alemania,EUR
Smartphone X,Electrónica,LogiTech,2,814.84,53.31,171.12,2024-01-01,Online,Alemania,EUR
Webcam FullHD,Electrónica,ProGear,2,938.29,88.35,197.04,2024-04-05,Distribuidor,Francia,EUR
PowerBank 20k,Electrónica,LogiTech,3,705.37,22.56,148.13,2024-05-23,Tienda,Portugal,EUR
Auriculares Bluetooth,Audio,FashionCorp,3,1495.62,219.82,314.08,2024-04-21,Distribuidor,España,EUR
Barra de Sonido,Hogar,TechCorp,3,846.24,50.31,177.71,2024-11-23,Online,Francia,EUR
Cafetera Automática,Deportes,FashionCorp,1,1628.21,43.09,341.92,2024-01-28,Tienda,Italia,EUR
Mochila Travel,Audio,FashionCorp,4,2240.91,279.16,470.59,2024-11-26,Tienda,Alemania,EUR
Microfono Pro,Accesorios,HomePlus,5,1411.42,195.88,296.4,2024-12-11,Distribuidor,Italia,EUR
Smartphone X,Electrónica,TechCorp,1,914.96,29.1,192.14,2024-12-08,Online,Portugal,EUR
Impresora Laser,Hogar,TechCorp,3,1025.87,81.63,215.43,2024-04-18,Online,Francia,EUR
Guantes Gym,Deportes,TechCorp,4,2178.74,189.43,457.54,2024-11-23,Online,Portugal,EUR
Laptop Pro,Hogar,ElectroMax,2,739.75,69.72,155.35,2024-02-11,Online,España,EUR
Aspiradora Robot,Video,LogiTech,4,552.8,54.84,116.09,2024-02-18,Tienda,España,EUR
HDD 2TB,Moda,MegaStore,5,86.25,3.68,18.11,2024-03-18,Distribuidor,España,EUR
Tostadora,Deportes,FashionCorp,2,480.89,25.18,100.99,2024-02-19,Tienda,Alemania,EUR
Router WiFi,Video,LogiTech,5,24.59,2.54,5.16,2024-10-19,Online,Alemania,EUR
Lámpara LED,Hogar,Distribuciones Europa,2,1063.13,124.04,223.26,2024-07-19,Distribuidor,Portugal,EUR
Aspiradora Robot,Audio,LogiTech,4,734.78,75.58,154.3,2024-09-23,Distribuidor,Francia,EUR
Auriculares Bluetooth,Hogar,ElectroMax,2,1398.01,20.09,293.58,2024-09-17,Online,Portugal,EUR
Microfono Pro,Accesorios,HomePlus,1,525.71,75.44,110.4,2024-02-16,Distribuidor,Alemania,EUR
Gafas Sol,Deportes,ElectroMax,4,602.18,14.27,126.46,2024-06-29,Tienda,Portugal,EUR
Cargador USB-C,Moda,ElectroMax,5,1132.54,99.79,237.83,2024-12-19,Online,Portugal,EUR
Laptop Pro,Oficina,Distribuciones Europa,1,1219.88,41.4,256.17,2024-03-15,Online,Francia,EUR
Teclado Mecánico,Deportes,ProGear,1,401.26,59.49,84.26,2024-11-09,Distribuidor,España,EUR
Set Mancuernas,Accesorios,ProGear,4,1637.23,163.83,343.82,2024-09-27,Tienda,Francia,EUR
Pelota Fitness,Electrónica,FashionCorp,3,1164.95,109.34,244.64,2024-02-03,Online,España,EUR
HDD 2TB,Audio,ProGear,4,1872.38,205.68,393.2,2024-01-20,Online,Francia,EUR
Casco Bicicleta,Video,LogiTech,3,1068.38,155.54,224.36,2024-09-12,Distribuidor,Italia,EUR
Tablet Plus,Electrónica,MegaStore,1,999.74,137.1,209.95,2024-05-08,Distribuidor,Italia,EUR
Pelota Fitness,Hogar,ElectroMax,3,61.25,6.78,12.86,2024-08-21,Tienda,España,EUR
Laptop Pro,Video,ElectroMax,4,1349.86,177.31,283.47,2024-01-06,Distribuidor,España,EUR
Colchoneta Yoga,Accesorios,ElectroMax,2,1493.66,59.49,313.67,2024-01-19,Online,Italia,EUR
Ventilador Turbo,Oficina,ProGear,5,1037.02,70.05,217.77,2024-01-26,Online,Italia,EUR
Pelota Fitness,Accesorios,FashionCorp,1,775.85,33.48,162.93,2024-08-30,Tienda,Alemania,EUR
Smartwatch,Video,MegaStore,3,1637.39,151.34,343.85,2024-01-22,Online,Alemania,EUR
Cámara HD,Moda,MegaStore,5,673.43,41.24,141.42,2024-04-08,Online,Portugal,EUR
HDD 2TB,Electrónica,TechCorp,2,215.48,23.47,45.25,2024-11-03,Tienda,Italia,EUR
Tablet Plus,Accesorios,TechCorp,2,335.59,8.68,70.47,2024-06-28,Distribuidor,Portugal,EUR
Mochila Travel,Moda,LogiTech,2,783.47,90.25,164.53,2024-09-26,Tienda,Portugal,EUR
Laptop Air,Accesorios,HomePlus,1,1223.73,32.8,256.98,2024-03-30,Distribuidor,Alemania,EUR
Tablet Plus,Moda,FashionCorp,4,1676.4,67.81,352.04,2024-12-11,Online,España,EUR
Altavoz Bluetooth,Deportes,ProGear,5,377.89,26.87,79.36,2024-11-07,Tienda,España,EUR
Smartphone Mini,Audio,MegaStore,3,808.05,102.56,169.69,2024-03-14,Distribuidor,Italia,EUR
Monitor 32,Accesorios,ElectroMax,4,889.05,23.98,186.7,2024-07-08,Tienda,Alemania,EUR
Tablet Plus,Oficina,FashionCorp,1,86.44,1.35,18.15,2024-05-08,Distribuidor,Italia,EUR
Proyector HD,Hogar,ProGear,5,155.38,4.88,32.63,2024-07-25,Tienda,Alemania,EUR
Mochila Travel,Electrónica,TechCorp,4,506.63,53.49,106.39,2024-06-17,Distribuidor,Alemania,EUR
Laptop Pro,Electrónica,Distribuciones Europa,4,1824.7,188.38,383.19,2024-11-05,Distribuidor,España,EUR
Plancha Vapor,Moda,GlobalTech,3,349.06,50.07,73.3,2024-01-24,Tienda,Alemania,EUR
Smartwatch,Hogar,ElectroMax,1,1205.0,70.8,253.05,2024-05-25,Online,España,EUR
Auriculares Bluetooth,Moda,Distribuciones Europa,1,415.94,50.16,87.35,2024-03-14,Distribuidor,Italia,EUR
Escritorio Oficina,Electrónica,MegaStore,3,1372.72,82.0,288.27,2024-10-20,Distribuidor,Alemania,EUR
Mouse Gamer,Hogar,ProGear,4,781.95,65.05,164.21,2024-09-23,Tienda,Alemania,EUR
Cámara HD,Video,ElectroMax,5,1789.11,99.03,375.71,2024-01-17,Tienda,Italia,EUR
Escritorio Oficina,Moda,Distribuciones Europa,2,313.56,17.76,65.85,2024-08-21,Tienda,Alemania,EUR
Ventilador Turbo,Accesorios,ProGear,3,379.1,56.33,79.61,2024-08-21,Online,Francia,EUR
Auriculares Bluetooth,Deportes,GlobalTech,1,49.61,3.59,10.42,2024-07-17,Tienda,Portugal,EUR
Barra de Sonido,Hogar,FashionCorp,2,74.37,2.09,15.62,2024-05-11,Tienda,Portugal,EUR
Zapatillas Running,Audio,TechCorp,2,403.41,54.31,84.72,2024-11-26,Online,Portugal,EUR
TV 65,Hogar,FashionCorp,2,1311.25,161.28,275.36,2024-11-15,Online,España,EUR
Reloj Deportivo,Oficina,MegaStore,3,287.42,14.11,60.36,2024-04-04,Tienda,Alemania,EUR
HDD 2TB,Moda,ProGear,5,415.95,59.16,87.35,2024-02-03,Tienda,Portugal,EUR
HDD 2TB,Accesorios,HomePlus,5,1025.98,40.81,215.46,2024-09-17,Online,Italia,EUR
Barra de Sonido,Electrónica,MegaStore,4,788.16,89.95,165.51,2024-06-24,Online,Alemania,EUR
Batidora Pro,Oficina,GlobalTech,5,252.09,3.74,52.94,2024-09-19,Online,Italia,EUR
Monitor 27,Accesorios,MegaStore,5,515.54,43.53,108.26,2024-04-25,Tienda,Portugal,EUR
Silla Gamer,Accesorios,MegaStore,4,1186.16,54.34,249.09,2024-07-12,Tienda,Alemania,EUR
Microfono Pro,Moda,LogiTech,2,930.97,31.97,195.5,2024-03-24,Online,Alemania,EUR
Cargador USB-C,Hogar,Distribuciones Europa,1,162.34,22.86,34.09,2024-07-13,Tienda,Francia,EUR
Microfono Pro,Hogar,HomePlus,1,290.7,31.99,61.05,2024-10-14,Online,Francia,EUR
Cámara HD,Electrónica,MegaStore,4,1478.4,131.73,310.46,2024-01-28,Distribuidor,Alemania,EUR
Microfono Pro,Moda,ElectroMax,2,273.74,3.51,57.49,2024-04-15,Distribuidor,España,EUR
HDD 2TB,Deportes,TechCorp,5,1211.63,147.59,254.44,2024-09-20,Online,Alemania,EUR
TV 55,Electrónica,LogiTech,4,1246.56,23.22,261.78,2024-05-13,Online,Alemania,EUR
Laptop Air,Deportes,Distribuciones Europa,3,1105.02,147.19,232.05,2024-08-10,Tienda,Francia,EUR
Laptop Air,Moda,FashionCorp,3,983.11,91.02,206.45,2024-09-06,Tienda,España,EUR
Tostadora,Video,MegaStore,4,745.98,30.14,156.66,2024-12-31,Tienda,Portugal,EUR
Mochila Travel,Audio,LogiTech,3,613.9,54.93,128.92,2024-02-17,Tienda,Alemania,EUR
TV 65,Moda,SportWorld,2,2028.26,24.46,425.93,2024-11-05,Distribuidor,Alemania,EUR
Casco Bicicleta,Moda,MegaStore,2,1835.51,27.66,385.46,2024-12-03,Distribuidor,Alemania,EUR
HDD 2TB,Video,LogiTech,5,1225.95,177.47,257.45,2024-07-08,Tienda,Italia,EUR
Plancha Vapor,Video,TechCorp,3,2005.04,183.65,421.06,2024-11-14,Tienda,Italia,EUR
Drone Mini,Electrónica,ElectroMax,4,1023.96,3.48,215.03,2024-01-28,Distribuidor,Francia,EUR
Drone Mini,Deportes,HomePlus,4,558.6,64.31,117.31,2024-05-05,Online,Italia,EUR
Memoria RAM 16GB,Accesorios,ProGear,3,362.65,19.98,76.16,2024-03-20,Online,Francia,EUR
Microfono Pro,Video,GlobalTech,2,372.55,5.36,78.24,2024-03-13,Tienda,Italia,EUR
Altavoz Bluetooth,Hogar,MegaStore,2,701.1,68.67,147.23,2024-06-13,Distribuidor,España,EUR
Reloj Deportivo,Moda,LogiTech,5,76.09,1.35,15.98,2024-07-24,Distribuidor,Francia,EUR
Monitor 32,Audio,FashionCorp,3,15.36,0.87,3.23,2024-04-27,Online,Italia,EUR
Guantes Gym,Moda,TechCorp,2,342.88,27.26,72.0,2024-08-16,Tienda,España,EUR
SSD 1TB,Oficina,HomePlus,4,1597.18,20.87,335.41,2024-12-01,Online,Francia,EUR
PowerBank 20k,Audio,HomePlus,5,1869.27,184.95,392.55,2024-11-05,Online,Italia,EUR
Mochila Travel,Electrónica,GlobalTech,1,454.58,13.88,95.46,2024-08-26,Tienda,Francia,EUR
Chaqueta Invierno,Moda,ProGear,5,229.13,6.21,48.12,2024-08-11,Tienda,Italia,EUR
Gafas Sol,Moda,FashionCorp,5,794.61,68.92,166.87,2024-10-07,Tienda,Italia,EUR
Smartphone Mini,Video,HomePlus,3,1775.92,15.69,372.94,2024-01-27,Distribuidor,España,EUR
Proyector HD,Deportes,SportWorld,2,943.92,128.14,198.22,2024-12-06,Online,Portugal,EUR
Smartphone Mini,Electrónica,LogiTech,5,794.01,60.18,166.74,2024-03-23,Tienda,Alemania,EUR
Auriculares Bluetooth,Moda,MegaStore,2,1372.71,46.39,288.27,2024-02-23,Online,Portugal,EUR
TV 55,Accesorios,HomePlus,3,1626.51,188.22,341.57,2024-01-26,Distribuidor,Francia,EUR
Aspiradora Robot,Moda,TechCorp,1,1087.01,120.28,228.27,2024-08-20,Distribuidor,Italia,EUR
HDD 2TB,Moda,TechCorp,4,654.14,80.37,137.37,2024-08-31,Online,Francia,EUR
Lámpara LED,Audio,TechCorp,4,244.36,22.28,51.32,2024-10-24,Distribuidor,Alemania,EUR
Plancha Vapor,Accesorios,ProGear,4,879.08,2.64,184.61,2024-08-20,Distribuidor,España,EUR
Casco Bicicleta,Oficina,FashionCorp,3,440.97,44.45,92.6,2024-06-19,Distribuidor,Francia,EUR
Set Mancuernas,Oficina,LogiTech,3,323.25,46.72,67.88,2024-09-14,Online,España,EUR
Zapatillas Running,Deportes,MegaStore,5,578.95,64.91,121.58,2024-03-03,Tienda,Francia,EUR
Ventilador Turbo,Hogar,ProGear,5,913.9,103.29,191.92,2024-11-28,Distribuidor,Alemania,EUR
Escritorio Oficina,Video,MegaStore,5,1602.52,214.43,336.53,2024-01-06,Tienda,Francia,EUR
Laptop Pro,Accesorios,HomePlus,3,858.65,102.81,180.32,2024-09-10,Online,España,EUR
Smartphone X,Accesorios,SportWorld,2,1385.27,66.17,290.91,2024-01-16,Distribuidor,Portugal,EUR
Cargador USB-C,Electrónica,Distribuciones Europa,1,1053.07,128.23,221.14,2024-06-07,Tienda,España,EUR
Pelota Fitness,Deportes,TechCorp,3,1138.74,55.94,239.14,2024-09-25,Distribuidor,Portugal,EUR
TV 55,Accesorios,ProGear,4,227.11,9.72,47.69,2024-07-20,Online,Alemania,EUR
Batidora Pro,Audio,TechCorp,3,524.52,61.0,110.15,2024-08-01,Distribuidor,Italia,EUR
Refrigerador Mini,Hogar,TechCorp,2,553.27,56.71,116.19,2024-03-03,Distribuidor,España,EUR
Plancha Vapor,Oficina,Distribuciones Europa,3,1446.28,18.23,303.72,2024-10-25,Online,Italia,EUR
Batidora Pro,Video,Distribuciones Europa,2,1003.45,62.06,210.72,2024-07-15,Online,Italia,EUR
Reloj Deportivo,Moda,ElectroMax,1,45.15,6.17,9.48,2024-02-28,Distribuidor,Alemania,EUR
Set Mancuernas,Audio,LogiTech,1,1175.28,51.7,246.81,2024-05-30,Distribuidor,Italia,EUR
Router WiFi,Video,LogiTech,1,775.48,8.45,162.85,2024-05-27,Tienda,Italia,EUR
Batidora Pro,Hogar,LogiTech,4,1899.35,13.27,398.86,2024-12-05,Online,Francia,EUR
Lámpara LED,Electrónica,MegaStore,5,844.04,57.71,177.25,2024-06-13,Tienda,Portugal,EUR
Mouse Gamer,Video,ElectroMax,3,810.94,7.51,170.3,2024-01-30,Online,Alemania,EUR
Barra de Sonido,Hogar,LogiTech,4,785.64,30.25,164.98,2024-06-01,Distribuidor,Italia,EUR
Cámara HD,Moda,TechCorp,5,745.48,9.96,156.55,2024-07-26,Tienda,Francia,EUR
Guantes Gym,Deportes,MegaStore,1,177.9,20.18,37.36,2024-08-19,Online,Portugal,EUR
Router WiFi,Accesorios,ProGear,2,798.42,71.58,167.67,2024-02-24,Online,Alemania,EUR
Chaqueta Invierno,Electrónica,HomePlus,5,53.16,6.33,11.16,2024-09-23,Online,Portugal,EUR
Lámpara LED,Video,ElectroMax,1,592.42,0.77,124.41,2024-01-21,Online,Francia,EUR
Gafas Sol,Electrónica,GlobalTech,4,762.41,13.21,160.11,2024-04-03,Tienda,Portugal,EUR
SSD 1TB,Electrónica,MegaStore,1,727.6,47.1,152.8,2024-06-29,Online,Francia,EUR
TV 65,Moda,GlobalTech,3,148.85,1.34,31.26,2024-04-23,Tienda,Alemania,EUR
Plancha Vapor,Audio,TechCorp,4,814.59,107.89,171.06,2024-07-04,Online,Francia,EUR
Silla Gamer,Accesorios,ProGear,1,1782.59,101.03,374.34,2024-12-23,Tienda,Portugal,EUR
Lámpara LED,Video,LogiTech,5,1358.88,87.48,285.36,2024-12-28,Tienda,Alemania,EUR
Pelota Fitness,Audio,MegaStore,2,1050.72,69.21,220.65,2024-11-02,Distribuidor,Alemania,EUR
Altavoz Bluetooth,Video,ElectroMax,1,1246.49,94.75,261.76,2024-04-14,Tienda,Alemania,EUR
Smartphone Mini,Audio,HomePlus,3,430.11,26.01,90.32,2024-08-06,Online,España,EUR
Smartwatch,Audio,SportWorld,5,145.82,12.46,30.62,2024-12-12,Online,Francia,EUR
